DATE	USD	GBP	EUR
2008/8/26	109.46	202.12	160.99
2008/8/27	109.31	201.52	160.61
2008/8/28	109.54	200.87	161.59
2008/8/29	109.35	200.13	160.84
2008/9/1	108.64	196.28	159.15
2008/9/2	108.56	194.65	158.26
2008/9/3	108.9	193.97	157.97
2008/9/4	108.33	192.22	157.18
2008/9/5	106.79	187.95	152.45
2008/9/8	108.51	193.6	155.77
2008/9/9	107.77	189.37	152.15
2008/9/10	107.16	188.63	151.19
2008/9/11	107.53	188.07	149.97
2008/9/12	107.2	188.41	150.12
2008/9/16	104.39	186.77	148.46
2008/9/17	106.5	190.22	151.02
2008/9/18	104.89	190.78	150.62
2008/9/19	106.2	191.74	151.39
2008/9/22	106.96	195.68	154.91
2008/9/24	105.46	195.86	154.91
2008/9/25	106.07	196.48	155.5
2008/9/26	106.13	195.58	155.58
2008/9/29	106.91	195.32	154.92
2008/9/30	103.63	186.97	149.06
2008/10/1	106.52	189.72	150.59
2008/10/2	106.28	187.71	148.37
2008/10/3	105.07	185.4	145.02
2008/10/6	104.42	184.44	142.54
2008/10/7	101.65	177.4	137.43
2008/10/8	101.64	177.63	138.12
2008/10/9	99.99	171.93	135.71
2008/10/10	99.13	168.84	134.42
2008/10/14	102.82	179.43	140.18
2008/10/15	101.65	177.09	138.12
2008/10/16	100.06	172.82	134.77
2008/10/17	101.68	176.3	136.98
2008/10/20	101.86	176.49	137.23
2008/10/21	101.95	175.06	135.87
2008/10/22	100.46	166.63	130.82
2008/10/23	97.67	158.36	125.02
2008/10/24	97.32	156.93	125.15
2008/10/27	94.28	149.44	118.74
2008/10/28	93.31	144.37	115.8
2008/10/29	97.94	157.03	124.88
2008/10/30	98.59	162.33	129.09
2008/10/31	98.41	160.34	125.76
2008/11/4	99.11	156.38	124.78
2008/11/5	99.75	158.93	129.19
2008/11/6	98.16	155.78	126.7
2008/11/7	97.13	151.1	123.06
2008/11/10	99.21	157.25	127.88
2008/11/11	97.49	152.06	123.77
2008/11/12	97.57	150.33	122.37
2008/11/13	95.65	142.39	119.22
2008/11/14	97.17	144.07	123.97
2008/11/17	96.55	141.79	121.06
2008/11/18	96.46	144.31	121.72
2008/11/19	96.53	143.98	121.88
2008/11/20	95.85	143.67	119.94
2008/11/21	94.21	138.93	117.19
2008/11/25	96.66	146.1	124.38
2008/11/26	95.01	146.22	123.63
2008/11/27	95.34	146.21	122.81
2008/11/28	95.56	147	123.21
2008/12/1	95.3	146.26	120.6
2008/12/2	93.72	139.76	118.28
2008/12/3	92.98	138.47	118
2008/12/4	93.23	137.48	118.22
2008/12/5	92.55	135.6	117.95
2008/12/8	92.72	136.55	118.35
2008/12/9	92.95	138.39	120.06
2008/12/10	92.64	136.85	119.84
2008/12/11	92.68	137.36	120.66
2008/12/12	91.58	137.58	122.1
2008/12/15	91.17	136.72	122.63
2008/12/16	90.48	138.43	123.93
2008/12/17	89.03	138.77	125.18
2008/12/18	87.47	135.87	126.15
2008/12/19	89.87	135.45	128.3
2008/12/22	90.01	134.67	126.02
2008/12/24	90.71	133.74	126.5
2008/12/25	90.43	133.42	126.49
2008/12/26	90.84	134.2	127.17
2008/12/29	90.75	133.48	128.15
2008/12/30	91.01	131.89	127.93
2009/1/5	92.03	133.55	128.42
2009/1/6	93.11	136.51	126.53
2009/1/7	93.84	139.69	126.47
2009/1/8	92.83	139.7	125.98
2009/1/9	91.41	138.86	124.93
2009/1/13	89.49	132.28	119.31
2009/1/14	89.3	129.76	118.02
2009/1/15	89.25	130.32	117.73
2009/1/16	90.07	132.13	118.46
2009/1/19	91.05	135.2	121.32
2009/1/20	90.39	128.91	117.54
2009/1/21	89.94	124.8	115.94
2009/1/22	88.9	123.48	115.42
2009/1/23	89.17	123.52	115.84
2009/1/26	88.9	121.17	114.69
2009/1/27	89.33	124.85	117.67
2009/1/28	89.01	126.12	117.29
2009/1/29	90.46	128.44	118.66
2009/1/30	89.6	127.32	115.54
2009/2/2	89.78	129.61	114.43
2009/2/3	89.41	127.16	114.84
2009/2/4	89.44	128.63	115.99
2009/2/5	89.42	129.13	114.58
2009/2/6	90.94	133.06	116.36
2009/2/9	91.87	136.29	119.21
2009/2/10	91.29	135.26	117.69
2009/2/12	90.3	129.95	116.51
2009/2/13	90.76	129.78	116.94
2009/2/16	91.65	130.44	117.07
2009/2/17	91.87	130.97	117.28
2009/2/18	92.28	131.57	116.22
2009/2/19	93.79	133.76	117.94
2009/2/20	94.16	134.15	118.98
2009/2/23	93.14	134.05	119.1
2009/2/24	94.33	136.6	119.57
2009/2/25	96.75	140.83	124.39
2009/2/26	97.54	139.08	124.26
2009/2/27	97.79	139.5	124.18
2009/3/2	97.15	138.21	122.15
2009/3/3	97.24	136.39	122.21
2009/3/4	98.4	137.82	122.74
2009/3/5	99.3	140.58	125.21
2009/3/6	98.51	139.65	123.74
2009/3/9	98.12	138.79	124.71
2009/3/10	99.09	136.97	125.17
2009/3/11	98.74	136.02	125.64
2009/3/12	97.2	134.87	124.82
2009/3/13	97.58	136.04	126.02
2009/3/16	98.42	137.35	126.73
2009/3/17	98.5	138.65	127.73
2009/3/18	98.76	138.66	128.52
2009/3/19	96.41	137.39	129.69
2009/3/23	96.15	139.34	131.14
2009/3/24	97.74	143.4	133.63
2009/3/25	97.87	143.77	131.81
2009/3/26	97.68	142.51	132.82
2009/3/27	98.61	142.85	133.73
2009/3/30	98.17	140.15	130.25
2009/3/31	98.26	140.56	129.83
2009/4/1	98.92	141.54	130.48
2009/4/2	98.6	142.83	130.62
2009/4/3	99.89	147.06	134.32
2009/4/6	100.78	149.92	136.4
2009/4/7	100.63	147.61	134.29
2009/4/8	100.67	147.94	133
2009/4/9	99.82	146.62	132.19
2009/4/10	100.64	147.29	131.94
2009/4/13	100.33	146.74	131.89
2009/4/14	100.38	149.26	133.79
2009/4/15	98.84	147.11	130.87
2009/4/16	99.43	149.7	131.85
2009/4/17	99.73	148.71	131.24
2009/4/20	99.24	146.2	128.82
2009/4/21	98.08	142.42	126.73
2009/4/22	98.58	144.67	127.39
2009/4/23	97.81	141.54	127.12
2009/4/24	97.81	143.45	128.45
2009/4/27	96.99	141.91	127.96
2009/4/28	96.55	141.07	125.76
2009/4/30	97.76	144.89	130.15
2009/5/1	99.11	146.45	131.47
2009/5/7	98.67	149.06	131.05
2009/5/8	99.33	149.01	132.73
2009/5/11	98.57	149.91	134.32
2009/5/12	97.52	147.64	132.45
2009/5/13	95.91	146.9	131.43
2009/5/14	95.49	144.6	129.54
2009/5/15	96.03	146.36	130.96
2009/5/18	94.88	143.61	127.49
2009/5/19	96.24	147.33	130.26
2009/5/20	95.93	148.59	130.6
2009/5/21	94.5	148.75	130.15
2009/5/22	94.16	149.68	131.36
2009/5/25	94.54	150.28	132.42
2009/5/26	94.86	150.82	132.76
2009/5/27	95.17	151.91	133.06
2009/5/28	95.95	153.19	132.75
2009/5/29	96.47	153.77	134.6
2009/6/1	94.97	153.52	134.01
2009/6/2	96.3	158.08	136.18
2009/6/3	95.66	158.46	136.72
2009/6/4	96.22	156.91	136.32
2009/6/5	96.65	155.94	137.12
2009/6/8	98.61	157.46	137.75
2009/6/9	98.42	158.14	137.04
2009/6/10	97.19	158.55	136.72
2009/6/11	98.22	160.74	137.51
2009/6/12	97.8	162.02	137.98
2009/6/15	98.22	161.28	137.3
2009/6/16	97.36	158.02	134.06
2009/6/17	96.47	157.86	133.49
2009/6/18	95.72	156.96	133.56
2009/6/19	96.68	157.94	134.41
2009/6/22	96.19	158.41	133.85
2009/6/23	95.43	155.67	132.14
2009/6/24	95.42	156.87	134.37
2009/6/25	95.9	157.87	133.91
2009/6/26	95.79	157.43	134.39
2009/6/29	95.31	157.05	133.76
2009/6/30	96.02	159.48	135.51
2009/7/1	96.4	158.48	135.3
2009/7/2	96.6	159.16	136.43
2009/7/3	95.81	156.95	133.87
2009/7/6	95.77	156.18	133.8
2009/7/7	95.33	155.05	133.19
2009/7/8	94.55	152.03	131.31
2009/7/9	92.95	149.46	129.07
2009/7/10	93.06	151.7	130.18
2009/7/13	92.91	150.54	129.76
2009/7/14	93.11	151.66	130.19
2009/7/15	93.65	152.93	130.95
2009/7/16	94.34	154.79	132.76
2009/7/17	93.8	153.63	132.39
2009/7/21	94	155.24	133.61
2009/7/22	93.48	153.41	132.71
2009/7/23	93.73	154.24	133.25
2009/7/24	94.87	156.45	134.21
2009/7/27	94.86	155.85	134.63
2009/7/28	95.02	156.47	135.16
2009/7/29	94.59	155.61	134.11
2009/7/30	95.16	156.02	133.79
2009/7/31	95.48	157.67	134.53
2009/8/3	94.74	158.56	135.07
2009/8/4	95.26	161.33	137.13
2009/8/5	95.25	161.35	137.32
2009/8/6	94.99	161.36	136.87
2009/8/7	95.54	160.33	137.18
2009/8/10	97.21	162.28	138.07
2009/8/11	96.91	159.91	137.05
2009/8/12	96.03	158.46	136.02
2009/8/13	96.14	158.56	136.68
2009/8/14	95.46	158.47	136.43
2009/8/17	94.57	155.66	133.89
2009/8/18	94.75	155.09	133.64
2009/8/19	94.73	156.7	134.06
2009/8/20	94.27	155.77	134.01
2009/8/21	94.02	155.1	134.02
2009/8/24	94.66	156.5	135.82
2009/8/25	94.18	154.54	134.55
2009/8/26	94.03	153.49	134.35
2009/8/27	93.95	152.42	133.65
2009/8/28	93.78	152.82	134.73
2009/8/31	92.69	151.03	132.53
2009/9/1	93.02	151.26	133.24
2009/9/2	92.82	149.77	131.82
2009/9/3	92.14	149.73	131.38
2009/9/4	92.7	151.33	132.16
2009/9/7	93.08	152.6	133.36
2009/9/8	92.96	151.86	133.28
2009/9/9	92.39	152.54	133.97
2009/9/10	92.23	152.56	134.26
2009/9/11	91.68	152.67	133.67
2009/9/14	90.64	150.6	131.71
2009/9/15	91.06	151.4	133.31
2009/9/16	90.9	149.94	133.44
2009/9/17	91.15	150.19	134.05
2009/9/18	91.23	149.93	134.33
2009/9/24	91.24	149.23	134.53
2009/9/25	90.86	144.71	132.85
2009/9/28	88.92	140.62	130.2
2009/9/29	90.21	143.38	131.69
2009/9/30	90.21	144.08	131.68
2009/10/1	89.84	143.63	131.64
2009/10/2	89.57	142.41	130.02
2009/10/5	89.82	143.54	131.33
2009/10/6	89.42	142.52	131.07
2009/10/7	89	141.56	130.82
2009/10/8	88.48	141.51	130.34
2009/10/9	88.79	142.45	131.13
2009/10/13	89.78	141.97	132.65
2009/10/14	89.75	142.78	133.2
2009/10/15	89.64	143.81	133.94
2009/10/16	90.86	148.5	135.92
2009/10/19	90.94	148.3	135.02
2009/10/20	90.68	148.5	135.76
2009/10/21	90.83	148.81	135.52
2009/10/22	91.08	151.48	136.83
2009/10/23	91.51	152.38	137.62
2009/10/26	92.04	149.66	138.05
2009/10/27	92.06	150.3	136.87
2009/10/28	91.56	149.71	135.53
2009/10/29	90.57	148.14	133.11
2009/10/30	91.39	151.28	135.51
2009/11/2	90.01	148.18	132.69
2009/11/4	90.07	147.83	132.53
2009/11/5	90.62	149.96	134.56
2009/11/6	90.69	150.27	134.77
2009/11/9	89.94	149.93	133.94
2009/11/10	90.03	150.93	134.96
2009/11/11	89.54	149.87	134.34
2009/11/12	89.98	149.43	135.04
2009/11/13	90.32	149.86	134.26
2009/11/16	89.41	149.23	133.59
2009/11/17	89.16	150.06	133.58
2009/11/18	89.26	150.05	132.89
2009/11/19	89.33	149.39	133.53
2009/11/20	89.05	148.32	132.92
2009/11/24	88.87	147.19	132.76
2009/11/25	88.48	146.83	132.4
2009/11/26	87.33	146.09	132.08
2009/11/27	86.31	142.02	129.18
2009/11/30	86.76	143.32	130.11
2009/12/1	86.42	142.01	129.72
2009/12/2	86.8	144.15	131.02
2009/12/3	87.79	146.21	132.4
2009/12/4	88.14	145.74	132.74
2009/12/7	90.16	148.69	134.22
2009/12/8	89.18	146.77	132.42
2009/12/9	88.57	143.99	130.24
2009/12/10	88.26	143.93	130.17
2009/12/11	88.48	143.92	130.29
2009/12/14	88.91	144.33	130.12
2009/12/15	88.74	144.62	130.01
2009/12/16	89.69	145.68	130.36
2009/12/17	89.94	146.85	130.64
2009/12/18	89.28	144.4	128.03
2009/12/21	90.6	146.16	129.84
2009/12/22	91.08	146.28	130.13
2009/12/24	91.71	146.35	131.47
2009/12/25	91.6	146.29	131.57
2009/12/28	91.8	146.34	131.75
2009/12/29	91.7	146.74	131.7
2009/12/30	92.07	146.47	131.92
2010/1/4	92.93	149.88	132.82
2010/1/5	92.37	148.78	133.15
2010/1/6	91.6	146.14	131.36
2010/1/7	92.4	148.09	133.23
2010/1/8	93.4	149.04	133.76
2010/1/12	92.3	148.53	133.79
2010/1/13	91.25	147.47	132.08
2010/1/14	91.44	149.08	132.83
2010/1/15	91.3	149.07	132.23
2010/1/18	90.81	147.71	130.25
2010/1/19	90.76	148.91	130.68
2010/1/20	91.14	149.16	130.17
2010/1/21	91.34	148.79	129.03
2010/1/22	90.29	146.26	127.35
2010/1/25	89.96	144.93	127.28
2010/1/26	90.41	146.91	128.04
2010/1/27	89.57	144.49	126
2010/1/28	90.26	145.93	126.37
2010/1/29	89.75	144.75	124.93
2010/2/1	90.37	144.36	125.36
2010/2/2	90.91	145.09	126.62
2010/2/3	90.54	144.85	126.48
2010/2/4	90.98	144.63	126.28
2010/2/5	89.63	141.33	123.09
2010/2/8	89.4	139.68	122.11
2010/2/9	89.32	139.11	121.93
2010/2/10	89.95	141.25	124.09
2010/2/12	89.76	140.64	122.59
2010/2/15	90.08	141.02	122.66
2010/2/16	90.05	140.96	122.42
2010/2/17	90.26	142.44	124.25
2010/2/18	91.08	142.63	123.63
2010/2/19	91.85	141.78	123.92
2010/2/22	91.74	141.89	125.07
2010/2/23	91.22	141.35	124.13
2010/2/24	90.26	139.29	122
2010/2/25	90.22	138.95	122
2010/2/26	89.43	136.45	121.17
2010/3/1	89.02	135.27	121.48
2010/3/2	89.32	133.5	120.9
2010/3/3	88.66	133.3	120.9
2010/3/4	88.54	133.5	121.25
2010/3/5	89.35	134.4	121.39
2010/3/8	90.42	136.93	123.52
2010/3/9	90.18	135.54	122.91
2010/3/10	90.03	134.87	122.38
2010/3/11	90.49	135.41	123.39
2010/3/12	90.65	136.52	124.01
2010/3/15	90.8	137.77	124.88
2010/3/16	90.26	135.87	123.36
2010/3/17	90.45	137.69	124.53
2010/3/18	90.39	138.39	124.05
2010/3/19	90.5	138	123.29
2010/3/23	90.29	136.23	122.31
2010/3/24	90.46	135.88	121.92
2010/3/25	91.84	136.9	122.49
2010/3/26	92.45	137.24	123.03
2010/3/29	92.48	137.92	124.25
2010/3/30	92.2	138.13	124.25
2010/3/31	93.04	140.4	124.9
2010/4/1	93.41	142.12	126.38
2010/4/2	93.83	143.32	127.32
2010/4/5	94.42	144.19	127.7
2010/4/6	94.27	143.83	126.79
2010/4/7	93.78	142.97	125.42
2010/4/8	93.4	142.3	124.6
2010/4/9	93.63	143.15	125.13
2010/4/12	93.09	143.64	126.92
2010/4/13	93.02	142.77	126.28
2010/4/14	93.37	143.98	127.37
2010/4/15	93.41	144.72	127.54
2010/4/16	92.92	143.43	125.88
2010/4/19	92.11	140.9	124.09
2010/4/20	92.61	142.03	124.91
2010/4/21	93.08	142.75	124.83
2010/4/22	92.89	143.24	124.34
2010/4/23	93.4	143.34	123.57
2010/4/26	94.21	145.37	126.14
2010/4/27	93.8	144.74	125.44
2010/4/28	93.06	141.88	122.52
2010/4/30	94.07	144.24	124.49
2010/5/6	93.67	141.77	120.19
2010/5/7	91.52	136.16	115.35
2010/5/10	92.35	137.11	118.6
2010/5/11	93	137.95	118.75
2010/5/12	92.82	138.23	117.19
2010/5/13	93.2	138.14	117.69
2010/5/14	92.77	135.45	116.24
2010/5/17	92.25	133.23	113.85
2010/5/18	92.58	133.59	114.28
2010/5/19	91.65	130.7	111.5
2010/5/20	91.87	132.27	113.4
2010/5/21	90	129.14	112.76
2010/5/24	90	129.99	112.57
2010/5/25	90.15	129.49	110.99
2010/5/26	90.21	129.82	111.08
2010/5/27	90.05	129.7	109.79
2010/5/28	91.23	132.85	112.48
2010/5/31	91.31	131.83	112.18
2010/6/1	90.96	131.71	111.43
2010/6/2	91.33	134.27	111.74
2010/6/3	92.14	135.03	113.01
2010/6/4	92.78	135.84	112.93
2010/6/7	91.16	131.41	108.48
2010/6/8	91.65	132.7	109.43
2010/6/9	91.32	131.6	109.02
2010/6/10	91.24	132.47	109.16
2010/6/11	91.67	134.85	111.03
2010/6/14	91.78	133.89	111.71
2010/6/15	91.71	135.34	112.12
2010/6/16	91.67	135.67	112.83
2010/6/17	91.34	134.16	112.1
2010/6/18	90.82	134.53	112.39
2010/6/21	90.55	134.39	112.46
2010/6/22	90.99	134.24	112.17
2010/6/23	90.51	134.05	110.91
2010/6/24	89.94	134.82	110.85
2010/6/25	89.7	133.88	110.38
2010/6/28	89.32	134.52	110.69
2010/6/29	89.36	134.99	109.73
2010/6/30	88.51	133.11	107.79
2010/7/1	88.47	132.22	107.95
2010/7/2	87.89	133.32	109.97
2010/7/5	87.89	133.32	110.15
2010/7/6	87.48	131.95	109.17
2010/7/7	87.6	132.7	110.45
2010/7/8	88.06	133.81	111.48
2010/7/9	88.57	134.08	112.27
2010/7/12	88.99	133.82	112.23
2010/7/13	88.81	133.57	111.98
2010/7/14	88.94	135.22	112.98
2010/7/15	88.22	134.41	112.12
2010/7/16	87.45	134.87	112.96
2010/7/20	86.96	132.47	112.53
2010/7/21	87.24	133.2	112.54
2010/7/22	86.65	131.47	110.41
2010/7/23	87.15	133.03	112.41
2010/7/26	87.7	135.26	113.26
2010/7/27	86.95	134.62	112.9
2010/7/28	87.7	136.51	113.79
2010/7/29	87.34	136.2	113.4
2010/7/30	86.69	135.29	113.17
2010/8/2	86.69	136.36	113.38
2010/8/3	86.56	137.52	113.99
2010/8/4	85.58	136.41	113.12
2010/8/5	86.34	137.2	113.61
2010/8/6	85.95	136.47	113.27
2010/8/9	85.41	136.28	113.43
2010/8/10	86.01	136.31	113.46
2010/8/11	85.37	134.8	111.95
2010/8/12	85.19	133.5	109.7
2010/8/13	86.14	134.31	110.58
2010/8/16	85.84	133.42	109.41
2010/8/17	85.23	133.36	109.25
2010/8/18	85.51	133.06	109.96
2010/8/19	85.64	133.3	109.68
2010/8/20	85.4	133.04	109.32
2010/8/23	85.51	133.05	108.6
2010/8/24	85.13	131.92	107.56
2010/8/25	84.33	130.06	106.68
2010/8/26	84.7	131.05	107.2
2010/8/27	84.38	130.94	107.12
2010/8/30	85.72	133.18	109.16
2010/8/31	84.54	130.66	106.86
2010/9/1	84.31	129.35	106.81
2010/9/2	84.43	130.33	108.11
2010/9/3	84.34	129.9	108.09
2010/9/6	84.4	130.29	108.66
2010/9/7	84.25	129.43	107.81
2010/9/8	83.85	128.84	106.44
2010/9/9	83.94	129.8	106.79
2010/9/10	84.13	129.68	106.67
2010/9/13	84.21	129.64	107.57
2010/9/14	83.43	128.36	107.24
2010/9/15	83.05	129.03	108
2010/9/16	85.62	133.82	111.2
2010/9/17	85.85	133.93	112.12
2010/9/21	85.72	133.35	111.96
2010/9/22	84.84	132.67	112.91
2010/9/24	84.55	132.52	112.54
2010/9/27	84.3	133.4	113.58
2010/9/28	84.33	133.46	113.31
2010/9/29	83.95	132.74	114
2010/9/30	83.82	132.68	114.21
2010/10/1	83.54	131.42	113.99
2010/10/4	83.43	131.85	114.74
2010/10/5	83.55	132.15	114.19
2010/10/6	83.21	132.32	115.13
2010/10/7	82.97	131.63	115.5
2010/10/8	82.49	130.99	114.71
2010/10/12	82.28	130.63	114.02
2010/10/13	81.8	129.05	113.96
2010/10/14	81.59	130.15	114.53
2010/10/15	81.59	130.49	114.41
2010/10/18	81.3	129.81	113.19
2010/10/19	81.25	129.3	113.5
2010/10/20	81.39	127.63	111.79
2010/10/21	81.11	128.45	113.1
2010/10/22	81.26	127.54	113.02
2010/10/25	81.17	127.54	113.64
2010/10/26	80.73	127	112.66
2010/10/27	81.41	129.06	112.87
2010/10/28	81.7	129	112.8
2010/10/29	80.91	129.07	112.59
2010/11/1	80.61	129.36	112.51
2010/11/2	80.66	129.44	112.16
2010/11/4	81.19	130.65	114.53
2010/11/5	81	131.75	114.98
2010/11/8	81.24	131.42	114.19
2010/11/9	81.2	130.55	112.53
2010/11/10	81.79	131.05	112.58
2010/11/11	82.2	132.56	113.22
2010/11/12	82.42	132.91	112.54
2010/11/15	82.53	133.14	113.08
2010/11/16	83.19	133.53	113.01
2010/11/17	83.41	132.4	112.4
2010/11/18	83.26	132.48	112.95
2010/11/19	83.66	134.27	114.13
2010/11/22	83.57	133.72	114.84
2010/11/24	83.36	131.76	111.64
2010/11/25	83.42	131.56	111.14
2010/11/26	83.77	132.03	111.73
2010/11/29	84.14	131.06	111.12
2010/11/30	84.27	131.15	110.65
2010/12/1	83.7	130.34	108.74
2010/12/2	84.17	131.35	110.45
2010/12/3	83.78	130.57	110.63
2010/12/6	82.9	130.62	110.86
2010/12/7	82.61	129.76	109.78
2010/12/8	83.62	131.79	110.9
2010/12/9	83.98	132.76	111.43
2010/12/10	83.82	132.1	110.91
2010/12/13	83.95	132.57	110.76
2010/12/14	83.56	132.51	111.77
2010/12/15	83.87	132.15	112.02
2010/12/16	84.25	131.01	111.46
2010/12/17	84.06	131.39	111.39
2010/12/20	84.09	130.25	110.41
2010/12/21	83.74	129.88	109.88
2010/12/22	83.83	129.74	110.02
2010/12/24	83.19	128.44	109.01
2010/12/27	82.97	127.78	108.69
2010/12/28	82.72	127.99	109.5
2010/12/29	82.33	126.68	107.81
2010/12/30	81.44	126.41	107.83
2011/1/4	81.8	126.61	109.08
2011/1/5	82.04	127.77	109.05
2011/1/6	83.38	129.27	109.68
2011/1/7	83.36	128.94	108.4
2011/1/11	82.9	128.99	107.26
2011/1/12	83.32	130.04	108.2
2011/1/13	83.12	130.97	109.16
2011/1/14	82.81	131.25	110.44
2011/1/17	82.93	131.6	110.79
2011/1/18	82.77	131.6	109.76
2011/1/19	82.6	132.08	110.65
2011/1/20	82.17	131.14	110.48
2011/1/21	83.05	132.07	111.88
2011/1/24	82.72	132.2	112.47
2011/1/25	82.63	132	112.7
2011/1/26	82.24	129.89	112.41
2011/1/27	82	130.63	112.44
2011/1/28	82.77	131.67	113.66
2011/1/31	82.11	130.05	111.55
2011/2/1	82.04	131.78	112.49
2011/2/2	81.47	131.44	112.63
2011/2/3	81.63	132.2	112.71
2011/2/4	81.67	131.79	111.26
2011/2/7	82.28	132.54	111.71
2011/2/8	82.31	132.74	111.79
2011/2/9	82.31	132.22	112.17
2011/2/10	82.49	132.73	113.13
2011/2/14	83.26	133.49	112.57
2011/2/15	83.32	133.71	112.48
2011/2/16	83.73	135.15	113.09
2011/2/17	83.63	134.6	113.5
2011/2/18	83.37	134.88	113.47
2011/2/21	83.1	134.99	113.76
2011/2/22	82.95	134.3	113.15
2011/2/23	82.87	134.01	113.47
2011/2/24	82.31	133.7	113.39
2011/2/25	81.94	132.14	113.17
2011/2/28	81.7	131.43	112.1
2011/3/1	81.95	133.5	113.24
2011/3/2	81.92	133.16	112.81
2011/3/3	81.85	133.6	113.45
2011/3/4	82.37	134.16	114.93
2011/3/7	82.39	133.92	115.16
2011/3/8	82.27	133.29	114.9
2011/3/9	82.91	133.95	115.11
2011/3/10	82.83	134.25	115.24
2011/3/11	82.94	133.28	114.56
2011/3/14	82.11	131.94	114.35
2011/3/15	81.87	132.34	114.48
2011/3/16	81.1	130.34	113.27
2011/3/17	79.34	127	110.29
2011/3/18	81.38	131.1	113.98
2011/3/22	81.04	132.21	115.25
2011/3/23	81.06	132.53	114.81
2011/3/24	80.98	131.65	114.22
2011/3/25	81.03	130.62	114.87
2011/3/28	81.59	130.62	114.55
2011/3/29	81.66	130.63	115.03
2011/3/30	82.48	132.08	116.31
2011/3/31	83.15	133.89	117.53
2011/4/1	83.48	133.79	118.26
2011/4/4	84.13	135.68	119.78
2011/4/5	84.33	136.04	119.84
2011/4/6	85.18	139.06	121.3
2011/4/7	85.47	139.49	122.34
2011/4/8	85.17	139.09	121.88
2011/4/11	85	139.05	122.81
2011/4/12	84.31	137.66	121.52
2011/4/13	84.01	136.67	121.6
2011/4/14	83.73	136.34	120.76
2011/4/15	83.69	136.91	121.26
2011/4/18	83.17	135.59	119.59
2011/4/19	82.69	134.53	117.72
2011/4/20	82.8	135.13	119.01
2011/4/21	82.33	135.12	119.89
2011/4/22	81.83	135.16	119.16
2011/4/25	82.21	135.8	119.93
2011/4/26	81.76	134.5	118.52
2011/4/27	81.52	134.61	119.63
2011/4/28	82.08	137.01	121.75
2011/5/2	81.19	135.76	120.43
2011/5/6	80.45	132.07	117.16
2011/5/9	80.71	132.16	116.05
2011/5/10	80.33	131.72	115.08
2011/5/11	80.96	132.47	116.56
2011/5/12	81.14	132.83	115.41
2011/5/13	81.03	131.8	115.18
2011/5/16	80.91	130.87	113.86
2011/5/17	81.01	131.21	114.67
2011/5/18	81.41	132.28	115.99
2011/5/19	81.68	132.04	116.66
2011/5/20	81.78	132.61	116.93
2011/5/23	81.86	132.72	115.59
2011/5/24	81.95	131.91	115
2011/5/25	82.13	132.71	115.56
2011/5/26	82.05	133.79	115.93
2011/5/27	81.23	133.15	114.92
2011/5/30	80.87	133.24	115.57
2011/5/31	80.82	133.54	116.17
2011/6/1	81.45	134.08	117.39
2011/6/2	81.1	132.55	116.34
2011/6/3	80.85	132.36	117.26
2011/6/6	80.28	132.03	117.63
2011/6/7	80.24	131.12	117
2011/6/8	80.19	131.76	117.62
2011/6/9	80.06	131.35	116.94
2011/6/10	80.35	131.56	116.81
2011/6/13	80.46	130.64	115.48
2011/6/14	80.23	131.26	115.39
2011/6/15	80.59	131.88	116.23
2011/6/16	80.91	131.14	114.8
2011/6/17	80.67	130.35	114.59
2011/6/20	80.22	129.57	114.43
2011/6/21	80.2	130.09	115.04
2011/6/22	80.29	130.15	115.38
2011/6/23	80.48	129.08	115.21
2011/6/24	80.55	128.97	114.88
2011/6/27	80.83	128.71	114.04
2011/6/28	80.75	129.05	115.39
2011/6/29	81.03	129.58	116.3
2011/6/30	80.73	129.78	116.79
2011/7/1	80.82	129.42	116.98
2011/7/4	80.75	129.78	117.5
2011/7/5	80.88	130.06	117.44
2011/7/6	80.97	130.06	116.91
2011/7/7	81.01	129.63	116
2011/7/8	81.31	129.86	116.7
2011/7/11	80.7	129.24	114.49
2011/7/12	80.24	127.63	112.51
2011/7/13	79.55	126.84	111.35
2011/7/14	78.76	127.21	112.1
2011/7/15	79.15	127.83	112.11
2011/7/19	79.06	127.09	111.69
2011/7/20	79.27	127.72	112.23
2011/7/21	78.85	127.44	112.39
2011/7/22	78.67	128.35	113.21
2011/7/25	78.41	127.8	112.76
2011/7/26	78.29	127.46	112.64
2011/7/27	77.92	128.04	113.18
2011/7/28	77.99	127.37	112.08
2011/7/29	77.86	127.32	111.4
2011/8/1	77.96	128.29	112.09
2011/8/2	77.44	126.36	110.52
2011/8/3	77.34	125.82	109.68
2011/8/4	77.18	126.83	110.78
2011/8/5	79.1	128.44	111.44
2011/8/8	78.12	128.26	111.87
2011/8/9	77.5	126.29	109.82
2011/8/10	77.13	125.75	110.7
2011/8/11	77.17	124.59	109.39
2011/8/12	76.99	124.89	109.28
2011/8/15	77.01	125.32	110.14
2011/8/16	76.91	125.87	111.02
2011/8/17	76.81	126.18	110.37
2011/8/18	76.69	126.66	110.49
2011/8/19	76.93	126.84	110.2
2011/8/22	76.75	126.5	110.26
2011/8/23	76.83	126.5	110.33
2011/8/24	76.89	126.8	110.82
2011/8/25	77	126.03	110.92
2011/8/26	77.45	126.19	111.54
2011/8/29	76.76	125.49	111.08
2011/8/30	76.92	126.19	111.63
2011/8/31	76.73	125.15	110.68
2011/9/1	77.01	125.04	110.56
