DATE	USD	GBP	EUR
2005/8/26	110.25	198.52	135.46
2005/8/29	110.05	198.97	135.8
2005/8/30	110.58	198.58	135.17
2005/8/31	111.41	199.05	136.08
2005/9/1	110.8	199.71	136.57
2005/9/2	110	201.48	137.21
2005/9/5	109.72	201.8	137.48
2005/9/6	109.3	201.28	136.57
2005/9/7	109.57	201.53	136.44
2005/9/8	110.32	202.42	136.84
2005/9/9	110.74	203.24	137.12
2005/9/12	109.5	201.56	135.71
2005/9/13	110.42	200.95	135.64
2005/9/14	110.64	201.8	135.94
2005/9/15	110.53	201.49	135.57
2005/9/16	110.87	200.35	135.54
2005/9/20	111.57	200.98	135.48
2005/9/21	111.82	201.12	135.72
2005/9/22	111.46	202.02	136.56
2005/9/26	112.37	199.09	135.09
2005/9/27	112.46	199.91	135.78
2005/9/28	113.23	200.29	136.19
2005/9/29	113.16	199.99	136.19
2005/9/30	113.21	199.19	136.1
2005/10/3	114.01	200.48	136.38
2005/10/4	114.23	200.57	136.13
2005/10/5	114.33	201.21	136.3
2005/10/6	113.94	202.06	137.17
2005/10/7	113.55	201.69	138.14
2005/10/11	114.23	200.19	137.46
2005/10/12	114.68	199.89	137.17
2005/10/13	114.61	200.59	137.68
2005/10/14	114.82	201.15	137.82
2005/10/17	113.99	201.97	138.03
2005/10/18	115.36	202	138.35
2005/10/19	115.84	202.19	138.26
2005/10/20	115.59	203.62	138.4
2005/10/21	115.35	205.15	139.04
2005/10/24	115.98	204.89	138.41
2005/10/25	115.62	204.14	138.19
2005/10/26	115.03	205.23	139.2
2005/10/27	115.9	206.27	140.02
2005/10/28	115.36	205.81	140.1
2005/10/31	115.76	205.52	139.59
2005/11/1	116.59	206.22	139.66
2005/11/2	116.9	206.19	140.29
2005/11/4	117.53	207.86	140.25
2005/11/7	118.16	206.54	139.46
2005/11/8	117.81	205.18	138.47
2005/11/9	117.41	204.58	138.11
2005/11/10	117.8	205.24	138.39
2005/11/11	117.77	204.97	137.59
2005/11/14	118.07	205.56	138.44
2005/11/15	118.85	206.72	138.97
2005/11/16	119	206.5	139.47
2005/11/17	119.03	204.59	138.97
2005/11/18	118.98	204.63	139.8
2005/11/21	119.38	204.84	140.53
2005/11/22	119.11	204.42	139.7
2005/11/24	118.64	204.4	140.16
2005/11/25	119.36	205.49	140.44
2005/11/28	119.79	204.89	140.06
2005/11/29	119.02	205.68	141.05
2005/11/30	119.68	205.6	140.91
2005/12/1	119.78	207.11	141.22
2005/12/2	120.69	208.91	141.52
2005/12/5	121.12	209.79	141.86
2005/12/6	121.08	210.93	142.73
2005/12/7	120.8	210.16	142.33
2005/12/8	120.89	209.79	141.78
2005/12/9	120.78	211.47	142.42
2005/12/12	120.9	211.97	142.67
2005/12/13	119.97	212.91	143.36
2005/12/14	119.88	212.16	143.29
2005/12/15	117.69	208.56	141
2005/12/16	115.73	204.18	138.33
2005/12/19	115.74	205.04	139.07
2005/12/20	116.3	204.99	139.62
2005/12/21	117.06	205.86	139.07
2005/12/22	117.66	205.28	139.22
2005/12/26	116.12	201.46	137.78
2005/12/27	116.94	202.35	138.38
2005/12/28	117.51	203.3	139.23
2005/12/29	118.07	203.17	139.91
2005/12/30	118.07	203.74	139.88
2006/1/4	115.96	202.88	139.59
2006/1/5	116.28	204.42	140.79
2006/1/6	115.93	203.64	140.4
2006/1/10	114.66	202.5	138.37
2006/1/11	114.6	202.04	138.1
2006/1/12	114.34	201.9	138.74
2006/1/13	114.74	201.97	138.08
2006/1/16	113.96	202.77	138.62
2006/1/17	115.26	203.49	139.45
2006/1/18	115.68	204.34	139.89
2006/1/19	115.5	203.37	139.65
2006/1/20	115.66	203.33	139.76
2006/1/23	115.23	204.74	140.75
2006/1/24	114.59	204.69	140.88
2006/1/25	115.11	205.26	141.21
2006/1/26	115.62	206.36	141.63
2006/1/27	116.33	206.86	141.96
2006/1/30	117.15	207.44	141.8
2006/1/31	117.75	208.15	142.28
2006/2/1	117.32	208.52	142.44
2006/2/2	118.05	209.61	142.46
2006/2/3	118.55	210.96	143.42
2006/2/6	118.79	209.51	142.95
2006/2/7	119.11	208.1	142.44
2006/2/8	117.98	205.8	141.3
2006/2/9	118.45	206.43	141.84
2006/2/10	118.96	207.19	142.34
2006/2/13	117.7	205.09	139.92
2006/2/14	117.55	204.69	139.83
2006/2/15	117.74	204.3	140.3
2006/2/16	118.04	205.35	140.2
2006/2/17	117.84	204.88	140.26
2006/2/20	118.23	205.98	141.15
2006/2/21	118.5	206.49	141.33
2006/2/22	118.79	207.41	141.57
2006/2/23	118.46	206.37	140.97
2006/2/24	116.71	204.59	139.18
2006/2/27	116.43	202.58	137.73
2006/2/28	116.29	202.21	137.64
2006/3/1	115.87	203.22	138.35
2006/3/2	116.13	203.16	138.32
2006/3/3	116.56	204.14	140.11
2006/3/6	116.59	205.19	140.85
2006/3/7	117.68	205.49	141.1
2006/3/8	117.74	204.27	139.8
2006/3/9	117.8	204.69	140.58
2006/3/10	118.41	205.51	140.83
2006/3/13	118.99	205.53	141.87
2006/3/14	118.51	205.85	141.92
2006/3/15	117.75	205.54	141.5
2006/3/16	117.74	205.81	141.97
2006/3/17	116.74	205.12	142.2
2006/3/20	116.24	203.93	141.57
2006/3/22	117.38	205.09	141.96
2006/3/23	116.93	204.19	141.11
2006/3/24	118.05	204.77	141.28
2006/3/27	117.18	204.16	140.96
2006/3/28	116.4	203.41	139.77
2006/3/29	118	205.6	141.56
2006/3/30	117.89	204.56	141.79
2006/3/31	117.47	205.2	142.75
2006/4/3	118.11	204.91	142.89
2006/4/4	117.99	205.14	143.11
2006/4/5	117.39	205.98	143.76
2006/4/6	117.74	206.27	144.63
2006/4/7	117.94	206.62	143.88
2006/4/10	118.23	206.23	143.19
2006/4/11	118.58	206.6	143.41
2006/4/12	117.9	206.21	143.31
2006/4/13	118.49	207.38	143.27
2006/4/14	118.77	208.09	143.75
2006/4/17	118.25	207.9	143.86
2006/4/18	117.97	209	144.63
2006/4/19	116.94	208.49	144.49
2006/4/20	117.59	210.44	145.27
2006/4/21	117.72	209.45	144.84
2006/4/24	115.79	206.78	143.04
2006/4/25	114.34	204.19	141.54
2006/4/26	114.94	205.65	142.84
2006/4/27	114.79	205.01	142.97
2006/4/28	114.4	206.21	143.35
2006/5/1	113.75	207.39	143.48
2006/5/2	113.92	207.64	143.14
2006/5/8	111.88	208.18	142.32
2006/5/9	111.43	206.93	141.43
2006/5/10	111.24	207.45	141.89
2006/5/11	111.15	206.49	141.75
2006/5/12	110.44	208.1	141.94
2006/5/15	109.95	208.41	142.09
2006/5/16	110.49	207.61	141.48
2006/5/17	109.62	206.83	140.74
2006/5/18	110.94	208.86	141.42
2006/5/19	110.88	209.88	142.43
2006/5/22	112.07	209.95	142.87
2006/5/23	111.78	210.66	143.68
2006/5/24	112.48	211.28	143.74
2006/5/25	112.8	211.01	143.96
2006/5/26	111.73	209.26	142.96
2006/5/29	112.37	208.91	143.14
2006/5/30	112.7	209.58	143.7
2006/5/31	112.29	211.24	144.3
2006/6/1	112.68	210.46	144.11
2006/6/2	112.65	210.26	144.32
2006/6/5	111.69	210.36	144.48
2006/6/6	112.42	210.45	144.97
2006/6/7	113.17	210.63	145.07
2006/6/8	113.66	211	145.35
2006/6/9	114.03	210.18	144.13
2006/6/12	114.29	210.31	144.26
2006/6/13	114.39	210.8	144.04
2006/6/14	115.27	211.34	144.51
2006/6/15	115.14	212.21	145.01
2006/6/16	114.76	212.58	145.06
2006/6/19	115.45	213.28	145.59
2006/6/20	115.61	212.6	145.22
2006/6/21	114.78	211.75	144.55
2006/6/22	114.87	211.89	145.39
2006/6/23	116.12	212.44	146.02
2006/6/26	116.41	211.89	145.66
2006/6/27	116.05	211.87	146.36
2006/6/28	116.29	211.88	146.26
2006/6/29	116.6	211.93	146.19
2006/6/30	115.24	210.75	145.96
2006/7/3	114.47	211.48	146.32
2006/7/4	114.6	211.32	146.67
2006/7/5	115.13	212.18	147.1
2006/7/6	115.63	212.18	147.09
2006/7/7	115.35	211.82	147.28
2006/7/10	113.99	210.86	145.87
2006/7/11	114.22	210.59	145.48
2006/7/12	114.32	210.92	145.87
2006/7/13	115.52	211.91	146.69
2006/7/14	115.63	212.86	146.61
2006/7/18	117.08	212.98	146.54
2006/7/19	117.37	214.14	146.52
2006/7/20	116.95	215.5	147.36
2006/7/21	117.01	216.14	147.78
2006/7/24	116.58	216.3	147.59
2006/7/25	116.92	215.87	147.45
2006/7/26	117.04	215.42	147.15
2006/7/27	116.34	215.75	147.89
2006/7/28	115.99	215.32	147.12
2006/7/31	114.85	213.95	146.48
2006/8/1	114.68	214.08	146.24
2006/8/2	114.48	214.89	146.82
2006/8/3	114.84	215.47	146.5
2006/8/4	115.24	217.46	147.5
2006/8/7	114.4	218.2	147.35
2006/8/8	115.06	219.29	147.53
2006/8/9	115.62	219.61	147.74
2006/8/10	115.45	219.87	148.47
2006/8/11	115.43	218.64	147.55
2006/8/14	116.32	220.21	148.13
2006/8/15	116.6	220.27	148.33
2006/8/16	116.11	219.85	148.42
2006/8/17	115.79	219.63	148.82
2006/8/18	116.1	218.79	148.86
2006/8/21	115.84	218.07	148.77
2006/8/22	116.21	219.72	149.5
2006/8/23	116.37	219.74	148.97
2006/8/24	116.52	220.4	148.88
2006/8/25	116.73	220.32	148.97
2006/8/28	117.24	221.43	149.74
2006/8/29	117.02	222	149.86
2006/8/30	116.8	221.83	149.92
2006/8/31	117.33	223.49	150.51
2006/9/1	117.43	223.59	150.38
2006/9/4	116.88	222.88	150.21
2006/9/5	115.89	220.59	148.76
2006/9/6	116.29	220.23	148.97
2006/9/7	116.8	220.23	149.71
2006/9/8	116.51	218.3	148.2
2006/9/11	116.83	217.91	147.91
2006/9/12	117.65	219.73	149.56
2006/9/13	117.84	220.71	149.42
2006/9/14	117.67	220.9	149.32
2006/9/15	117.83	222.22	149.82
2006/9/19	118.02	221.9	150.03
2006/9/20	117.49	221.06	148.92
2006/9/21	117.32	221.85	149.08
2006/9/22	116.39	221.49	148.8
2006/9/25	116.63	221.67	149.06
2006/9/26	116.39	221.42	148.46
2006/9/27	117.11	221.85	148.64
2006/9/28	117.44	222.13	149.4
2006/9/29	117.89	221.09	149.74
2006/10/2	118.23	221.26	149.86
2006/10/3	117.73	222.07	150.01
2006/10/4	118.11	222.81	150.34
2006/10/5	117.77	222.13	149.57
2006/10/6	117.97	221.55	149.67
2006/10/10	119.06	222.17	149.86
2006/10/11	119.72	222	150.12
2006/10/12	119.75	222.14	149.9
2006/10/13	119.4	221.89	149.87
2006/10/16	119.76	221.93	149.65
2006/10/17	119.02	221.72	149.24
2006/10/18	118.74	222.02	148.96
2006/10/19	118.99	222.19	149.13
2006/10/20	118.45	222.34	149.63
2006/10/23	118.72	223.48	149.77
2006/10/24	119.33	223.46	149.69
2006/10/25	119.33	223.56	149.85
2006/10/26	118.97	223.57	150.07
2006/10/27	118.7	224.31	150.71
2006/10/30	117.57	223.02	149.58
2006/10/31	117.69	223.66	149.57
2006/11/1	116.97	223.18	149.31
2006/11/2	117.44	223.9	149.61
2006/11/6	118.02	224.39	150.09
2006/11/7	118.28	224.6	150.5
2006/11/8	117.76	224.39	150.38
2006/11/9	118.03	224.67	150.49
2006/11/10	117.91	224.83	151.34
2006/11/13	117.43	224.74	151.07
2006/11/14	117.8	224.21	150.93
2006/11/15	117.73	223.22	150.79
2006/11/16	118.05	222.97	151.35
2006/11/17	118.29	223.32	151.29
2006/11/20	117.98	223.48	151.37
2006/11/21	118.07	224.16	151.39
2006/11/22	117.95	224.12	151.48
2006/11/24	116.47	223.09	150.79
2006/11/27	115.68	224.26	151.92
2006/11/28	116.01	224.95	152.39
2006/11/29	115.89	226.39	152.89
2006/11/30	116.47	226.66	153.11
2006/12/1	115.75	227.62	153.35
2006/12/4	115.3	228.4	153.83
2006/12/5	115.37	228.29	153.83
2006/12/6	114.91	226.72	153
2006/12/7	115.17	226.5	153.04
2006/12/8	115.32	226.33	153.17
2006/12/11	116.48	227.21	153.35
2006/12/12	116.84	228.95	154.8
2006/12/13	116.92	230.36	155.18
2006/12/14	117.59	231.22	155.29
2006/12/15	118.13	231.59	155.28
2006/12/18	118.1	230.79	154.65
2006/12/19	118.06	230.09	154.66
2006/12/20	118.28	233.27	156.33
2006/12/21	118.48	232.92	156.17
2006/12/22	118.45	232.49	156.18
2006/12/25	118.78	232.64	155.89
2006/12/26	119.01	233.2	156.34
2006/12/27	119.1	232.89	156.19
2006/12/28	118.92	232.73	155.93
2006/12/29	119.12	233.68	156.55
2007/1/4	119.43	232.95	157.13
2007/1/5	118.7	230.36	155.21
2007/1/9	118.82	230.82	154.93
2007/1/10	119.43	231.23	154.9
2007/1/11	119.67	231.35	154.88
2007/1/12	120.67	234.62	155.48
2007/1/15	120.14	235.14	155.2
2007/1/16	120.61	236.77	155.94
2007/1/17	120.89	237.15	156.19
2007/1/18	120.72	237.77	156.14
2007/1/19	121.42	239.65	157.38
2007/1/22	121.37	239.63	157.37
2007/1/23	121.65	240.67	157.48
2007/1/24	121.79	241.51	158.64
2007/1/25	121.03	238.21	156.77
2007/1/26	121.57	238.93	157.23
2007/1/29	121.73	238.46	157.07
2007/1/30	121.65	238.57	157.5
2007/1/31	121.73	238.9	157.73
2007/2/1	120.95	237.55	157.48
2007/2/2	120.85	237.84	157.32
2007/2/5	121.1	238.03	156.86
2007/2/6	120.17	235.65	155.39
2007/2/7	120.21	236.73	155.98
2007/2/8	120.75	238	157.19
2007/2/9	121.31	237.54	158.12
2007/2/13	121.75	237.16	157.74
2007/2/14	121.31	236.13	158.15
2007/2/15	120.34	236.17	158.07
2007/2/16	119.59	233.42	157
2007/2/19	119.42	233.18	157.01
2007/2/20	119.76	233.56	157.47
2007/2/21	120.34	235.43	158.15
2007/2/22	121.13	236.58	159.08
2007/2/23	121.55	237.78	159.5
2007/2/26	120.94	237.59	159.48
2007/2/27	120.53	236.6	158.89
2007/2/28	118.42	232.53	156.67
2007/3/1	118.88	233.43	157.17
2007/3/2	117.78	230.48	155.09
2007/3/5	115.64	222.88	152.3
2007/3/6	115.9	222.88	151.79
2007/3/7	116.82	226.09	153.44
2007/3/8	115.86	223.45	152.56
2007/3/9	117.42	226.69	154.21
2007/3/12	118.19	228.57	155.01
2007/3/13	117.8	227.41	155.25
2007/3/14	116.24	224.4	153.36
2007/3/15	117.27	227.29	155.04
2007/3/16	117.18	227.02	155.73
2007/3/19	116.78	226.82	155.57
2007/3/20	117.88	229.35	156.86
2007/3/22	117.59	231.43	157.45
2007/3/23	118.08	231.96	157.29
2007/3/26	118.02	231.32	156.62
2007/3/27	118.23	232.71	157.53
2007/3/28	117.88	231.75	157.38
2007/3/29	116.76	229.28	155.42
2007/3/30	118.09	231.85	157.35
2007/4/2	118	232.15	157.41
2007/4/3	117.82	233.07	157.48
2007/4/4	118.9	234.72	158.54
2007/4/5	118.73	234.66	158.74
2007/4/6	118.84	234.23	159.51
2007/4/9	119.42	234.55	159.58
2007/4/10	119.21	234.14	159.37
2007/4/11	119.28	235.24	160.07
2007/4/12	119.39	235.8	160.4
2007/4/13	118.98	235.54	160.6
2007/4/16	119.23	236.96	161.69
2007/4/17	119.64	238.04	161.9
2007/4/18	118.77	238.53	161.33
2007/4/19	118.4	237.49	161.05
2007/4/20	118.74	237.94	161.74
2007/4/23	119	238.4	161.76
2007/4/24	118.41	236.91	160.69
2007/4/25	118.54	237.29	161.52
2007/4/26	118.71	237.72	161.91
2007/4/27	119.78	238.43	162.88
2007/5/1	119.59	239.16	163.14
2007/5/2	119.98	239.76	163.11
2007/5/7	120.11	239.52	163.36
2007/5/8	120.14	239.41	163.34
2007/5/9	119.77	238.29	162.22
2007/5/10	120.21	239.61	162.63
2007/5/11	119.97	237.48	161.52
2007/5/14	120.22	238.35	162.67
2007/5/15	120.58	238.66	163.29
2007/5/16	120.3	238.88	163.5
2007/5/17	120.88	239.08	163.49
2007/5/18	121.44	239.82	163.85
2007/5/21	121.28	239.52	163.98
2007/5/22	121.46	239.51	163.45
2007/5/23	121.7	240.35	163.65
2007/5/24	121.62	241.6	163.6
2007/5/25	121.19	240.54	162.62
2007/5/28	121.68	241.46	163.61
2007/5/29	121.76	241.4	163.67
2007/5/30	121.61	240.89	163.46
2007/5/31	121.67	240.46	163.38
2007/6/1	121.83	241.09	163.87
2007/6/4	122.07	242.02	164.1
2007/6/5	121.79	242.54	164.38
2007/6/6	121.5	242.16	164.17
2007/6/7	121.02	241.11	163.33
2007/6/8	121.33	240.12	162.84
2007/6/11	121.68	239.24	162.39
2007/6/12	121.75	240.13	162.61
2007/6/13	121.7	240.22	161.76
2007/6/14	122.8	242.3	163.37
2007/6/15	123.15	242.52	163.92
2007/6/18	123.54	244.25	165.42
2007/6/19	123.72	245.52	166.11
2007/6/20	123.45	245.43	165.77
2007/6/21	123.68	246.25	165.52
2007/6/22	123.95	246.9	165.92
2007/6/25	123.92	247.79	166.93
2007/6/26	123.43	246.58	166.08
2007/6/27	123.04	245.8	165.4
2007/6/28	123.09	246.13	165.57
2007/6/29	123.27	246.79	165.64
2007/7/2	123.31	247.71	166.86
2007/7/3	122.48	247.16	166.83
2007/7/4	122.46	246.95	166.62
2007/7/5	122.87	247.63	167.19
2007/7/6	123.03	247.52	167.23
2007/7/9	123.51	248.44	168.28
2007/7/10	123.29	248.56	167.97
2007/7/11	121.8	246.83	167.41
2007/7/12	122.37	248.72	168.22
2007/7/13	122.68	248.92	169
2007/7/17	122.04	248.49	168.1
2007/7/18	122.01	249.99	168.51
2007/7/19	122.05	250.43	168.48
2007/7/20	122.3	250.57	168.75
2007/7/23	121.18	249.12	167.63
2007/7/24	120.65	249.03	166.86
2007/7/25	119.99	246.81	165.67
2007/7/26	120.71	247.77	165.48
2007/7/27	118.97	243.63	163.48
2007/7/30	118.54	239.82	161.55
2007/7/31	118.92	241.61	163.04
2007/8/1	118.59	240.6	162.02
2007/8/2	118.86	241.2	162.3
2007/8/3	119.34	242.89	163.48
2007/8/6	117.61	240.42	162.51
2007/8/7	118.74	241.29	163.94
2007/8/8	118.99	240.62	163.66
2007/8/9	119.79	244.01	165.32
2007/8/10	117.96	238.44	161.16
2007/8/13	118.28	239.3	162.07
2007/8/14	117.99	237.4	160.61
2007/8/15	117.44	234.08	158.84
2007/8/16	116.58	231.42	156.36
2007/8/17	113.89	225.83	152.81
2007/8/20	114.49	226.53	154.52
2007/8/21	114.71	227.73	154.42
2007/8/22	114.47	226.88	154.03
2007/8/23	116.12	231.67	157.33
2007/8/24	116.3	233.19	157.74
2007/8/27	116.61	235.38	159.53
2007/8/28	115.5	231.7	157.37
2007/8/29	114.07	228	154.77
2007/8/30	115.75	233.13	158
2007/8/31	116.07	233.67	158.55
2007/9/3	115.73	233.14	157.71
2007/9/4	116	234.01	157.86
2007/9/5	116.32	234.36	158.43
2007/9/6	115.13	232.44	157.05
2007/9/7	115.45	233.14	157.94
2007/9/10	112.76	228.74	155.33
2007/9/11	113.57	230.12	156.52
2007/9/12	114.21	231.85	157.95
2007/9/13	114.44	232.07	158.95
2007/9/14	115.08	232.28	159.62
2007/9/18	115.03	228.94	159.52
2007/9/19	115.91	233.13	161.83
2007/9/20	116.02	232.26	162.1
2007/9/21	115.11	231.41	161.99
2007/9/25	114.69	230.93	161.35
2007/9/26	114.68	231.37	162.16
2007/9/27	115.5	232.81	163.11
2007/9/28	115.43	234.17	163.36
2007/10/1	114.93	235.12	163.99
2007/10/2	115.76	236.6	164.77
2007/10/3	115.7	236.14	163.74
2007/10/4	116.84	237.5	164.65
2007/10/5	116.55	237.73	164.76
2007/10/9	117.36	238.85	164.82
2007/10/10	117.3	239.22	165.45
2007/10/11	117.17	238.92	165.68
2007/10/12	117.46	238.83	166.76
2007/10/15	117.73	239.23	166.75
2007/10/16	117.25	239.38	166.46
2007/10/17	116.74	237.12	165.48
2007/10/18	116.59	237.9	165.65
2007/10/19	115.38	235.96	164.81
2007/10/22	113.88	233.57	163.26
2007/10/23	114.41	232.84	162.34
2007/10/24	114.77	235.2	163.52
2007/10/25	114.08	233.67	162.56
2007/10/26	114.22	234.44	163.59
2007/10/29	114.19	234.45	164.47
2007/10/30	114.55	235.85	164.81
2007/10/31	114.77	237.51	165.65
2007/11/1	115.52	240.27	167.17
2007/11/2	114.72	238.53	165.54
2007/11/5	114.64	239.48	166.27
2007/11/6	114.48	238.3	165.81
2007/11/7	114.78	239.59	167.07
2007/11/8	112.91	237.37	165.36
2007/11/9	112.88	238.03	165.87
2007/11/12	110.52	230.36	161.79
2007/11/13	109.98	226.16	160.1
2007/11/14	111.28	230.94	162.82
2007/11/15	111.51	229.06	163.28
2007/11/16	110.63	226.07	161.81
2007/11/19	111.03	228.29	163.01
2007/11/20	110.04	225.45	161.37
2007/11/21	109.85	226.99	162.82
2007/11/22	108.54	223.79	161.19
2007/11/26	108.68	224.14	161.18
2007/11/27	107.37	222.25	159.53
2007/11/28	108.5	224.28	160.91
2007/11/29	110.06	228.56	163.19
2007/11/30	110.14	227.44	162.63
2007/12/3	110.91	228.05	162.47
2007/12/4	110.4	227.82	161.69
2007/12/5	109.98	226.2	162.24
2007/12/6	111.02	225.26	162.2
2007/12/7	111.52	225.97	163.2
2007/12/10	111.62	226.83	163.43
2007/12/11	111.92	229.08	164.66
2007/12/12	110.92	225.96	162.64
2007/12/13	111.99	228.96	164.91
2007/12/14	112.6	230.02	164.6
2007/12/17	113.34	228.69	163.59
2007/12/18	113.03	228.4	162.8
2007/12/19	113.36	228.42	163.34
2007/12/20	113.38	226.57	163.06
2007/12/21	113.12	224.55	162.1
2007/12/25	114.13	225.6	164.24
2007/12/26	114.19	226.23	164.39
2007/12/27	114.48	227.27	165.77
2007/12/28	114.15	228.05	166.64
2008/1/4	109.3	215.53	161.14
2008/1/7	108.91	214.76	160.54
2008/1/8	109.21	215.07	160.4
2008/1/9	109.08	215.18	160.49
2008/1/10	110.13	215.68	161.6
2008/1/11	109.77	215.31	162.34
2008/1/15	108.06	211.19	160.67
2008/1/16	106.7	209.07	157.91
2008/1/17	107.13	210.33	157.14
2008/1/18	106.79	210.5	156.28
2008/1/21	106.97	208.97	155.75
2008/1/22	105.93	205.42	152.58
2008/1/23	106.91	209.5	156.51
2008/1/24	106.9	209.08	156.27
2008/1/25	107.16	211.8	158.22
2008/1/28	106.84	211.54	156.68
2008/1/29	106.75	212.04	157.73
2008/1/30	106.94	212.9	157.89
2008/1/31	106.41	211.27	157.83
2008/2/1	106.59	212.44	158.42
2008/2/4	106.83	210.11	158.17
2008/2/5	106.77	210.76	158.27
2008/2/6	106.66	209.59	156.14
2008/2/7	106.46	208.68	155.72
2008/2/8	107.25	208.48	155.29
2008/2/12	106.95	208.64	155.14
2008/2/13	107.38	210.23	156.53
2008/2/14	108.27	212.6	157.65
2008/2/15	107.99	212.66	158.05
2008/2/18	107.9	211.45	158.26
2008/2/19	108.23	211.03	158.57
2008/2/20	107.95	210.21	159
2008/2/21	108.12	210.03	159.09
2008/2/22	107.57	211.26	159.27
2008/2/25	107.45	211.44	159.28
2008/2/26	108.04	212.45	160.16
2008/2/27	107.3	213.09	160.84
2008/2/28	106.31	210.93	160.7
2008/2/29	104.77	208.28	158.94
2008/3/3	103.09	204.74	156.85
2008/3/4	103.33	205.14	157.1
2008/3/5	103.43	205.3	157.24
2008/3/6	103.79	206.74	158.67
2008/3/7	102.88	206.96	158.18
2008/3/10	102.32	206.67	157.39
2008/3/11	101.66	204.19	155.95
2008/3/12	103.09	206.93	158.28
2008/3/13	101.71	206.12	157.9
2008/3/14	101.07	205.22	157.67
2008/3/17	97.53	196.56	153.98
2008/3/18	97.04	193.99	152.81
2008/3/19	99.72	200.62	156.3
2008/3/21	99.56	197.56	153.42
2008/3/24	99.86	197.58	153.82
2008/3/25	100.72	200.32	155.48
2008/3/26	99.86	200.14	156.17
2008/3/27	98.83	198.59	156.44
2008/3/28	99.4	199.5	156.89
2008/3/31	100.2	200.18	158.18
2008/4/1	99.85	198.03	157.51
2008/4/2	101.92	201.58	159.04
2008/4/3	102.32	203.27	160.21
2008/4/4	102.54	204.58	160.55
2008/4/7	102.12	203.35	160.4
2008/4/8	102.42	203.85	161.62
2008/4/9	102.64	201.97	161.23
2008/4/10	101.41	200.45	160.63
2008/4/11	101.94	201.44	160.72
2008/4/14	101.46	199.58	159.13
2008/4/15	101.15	199.68	160.13
2008/4/16	101.88	200.03	160.9
2008/4/17	101.93	200.9	162.32
2008/4/18	102.59	204.24	163.07
2008/4/21	104	207.77	164.55
2008/4/22	103.14	204.53	164.05
2008/4/23	103.03	205.78	164.63
2008/4/24	103.38	204.63	164.14
2008/4/25	104.38	206.24	163.8
2008/4/28	104.74	207.66	163.62
2008/4/30	104.15	205.1	162.15
2008/5/1	103.89	206.42	162.38
2008/5/2	104.7	207.23	162.01
2008/5/7	104.88	206.76	162.7
2008/5/8	104.86	204.8	160.98
2008/5/9	103.83	203.16	159.87
2008/5/12	102.91	200.83	159.26
2008/5/13	103.93	203.09	161.31
2008/5/14	104.86	204.05	162.16
2008/5/15	105.32	205.02	162.89
2008/5/16	104.78	204.15	161.98
2008/5/19	104.14	203.86	162.27
2008/5/20	104.31	203.54	161.98
2008/5/21	103.53	203.73	162.23
2008/5/22	102.88	203.11	162.54
2008/5/23	104.17	206.24	163.83
2008/5/26	103.19	204.56	162.84
2008/5/27	103.39	204.88	163.24
2008/5/28	104.16	205.78	163.28
2008/5/29	104.81	207.74	164.03
2008/5/30	105.75	209.07	164.06
2008/6/2	105.31	208.02	163.77
2008/6/3	104.42	205.1	162.24
2008/6/4	105.17	206.42	162.46
2008/6/5	105.43	205.99	162.67
2008/6/6	106.07	207.83	165.31
2008/6/9	105.1	206.92	165.74
2008/6/10	106.78	210.75	166.37
2008/6/11	107.45	209.91	166.16
2008/6/12	107.06	210.07	166.34
2008/6/13	107.95	210.15	166.7
2008/6/16	108.29	211.14	166.61
2008/6/17	108.3	212.55	167.49
2008/6/18	107.92	211.21	167.46
2008/6/19	107.75	211.3	167.89
2008/6/20	108.03	212.97	167.45
2008/6/23	107.37	212.15	167.7
2008/6/24	108	212.14	167.61
2008/6/25	107.82	212.5	167.89
2008/6/26	108.01	213.19	169.21
2008/6/27	106.96	212.6	168.43
2008/6/30	106.42	212.31	168.04
2008/7/1	106.26	211.64	167.4
2008/7/2	106.05	211.6	167.63
2008/7/3	106.01	211.13	168.34
2008/7/4	106.71	211.72	167.51
2008/7/7	106.86	211.68	167.34
2008/7/8	107.09	211.61	168.37
2008/7/9	107.46	211.61	168.36
2008/7/10	106.93	211.8	168.21
2008/7/11	107.05	211.88	169.1
2008/7/14	106.7	211.81	169.59
2008/7/15	106.11	211.75	168.82
2008/7/16	104.82	210.11	166.77
2008/7/17	105.09	210.19	166.4
2008/7/18	106.49	212.71	168.65
2008/7/22	106.5	213.17	169.62
2008/7/23	107.35	213.79	169.4
2008/7/24	107.92	215.63	169.3
2008/7/25	107.34	213.19	168.26
2008/7/28	108.02	214.88	169.57
2008/7/29	107.42	214.2	169.07
2008/7/30	108.1	214.16	168.47
2008/7/31	108.12	213.99	168.45
2008/8/1	107.82	213.82	167.97
2008/8/4	107.61	212.62	167.6
2008/8/5	108.26	212.27	168.26
2008/8/6	108.44	212.14	167.78
2008/8/7	109.41	213.29	168.91
2008/8/8	109.59	212.55	167.27
2008/8/11	109.95	210.79	164.45
2008/8/12	110.18	210.53	164.31
2008/8/13	109.04	206.94	162.74
2008/8/14	109.44	204.43	163.13
2008/8/15	109.94	205.14	162.35
2008/8/18	110.19	205.98	162.32
2008/8/19	110.01	204.93	161.46
2008/8/20	109.9	205.22	162.39
2008/8/21	109.68	204.63	162.14
2008/8/22	108.69	203.82	161.74
2008/8/25	110.28	203.31	162.42
